Date,Observers,Year,StudyYear,Site,Transect,Plot,Plant_ID,BGDensity,BGCover,ShrubCover,ForbCover,NGCover,PlotSlope,Aspect,Vegetative_culms,Reproductive_culms,Longestleaflength_cm,Total_Live_Culms,Notes,Latitude,Longitude,Elevation_ft,SiteDateTransectID,Prev_year_precip,MAP,MAT,Perc_dev,Deviation_mm,HerbCover,BGCover_log,BGDensity_log,Change_Reproductive_culms,Change_Total_Live_Culms,Change_BGDensity,Change_BGCover,Change_NGCover,Change_ForbCover,Change_HerbCover,Change_ShrubCover
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,388,3.25,27,10,1,0,14.2,SW,49,86,94.6,135,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,79,3,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,389,3.25,27,10,1,0,14.2,SW,32,46,106.2,78,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,36,21,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,390,3.25,27,10,1,0,14.2,SW,31,34,98.6,65,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,17,11,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,391,3.25,27,10,1,0,14.2,SW,24,18,79.6,42,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,16,7,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,392,3.25,27,10,1,0,14.2,SW,32,38,99.8,70,"Counted large plant 15-20 cm uphill from nail ([something], very rocky)",32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,23,5,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,393,3.25,27,10,1,0,14.2,SW,68,81,92,149,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,64,17,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,76,395,394,3.25,27,10,1,0,14.2,SW,33,26,94.6,59,NA,32.24905,-111.18168333333334,2836,57,248.42,285.54,21,-0.12999929957273948,-37.12000000000003,1,3.295836866004329,1.1786549963416462,17,0,1.0625,-13,0,0,0,-2
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,442,2.375,25,6,7,4,16.8,SW,29,88,110.8,117,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,52,-13,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,443,2.375,25,6,7,4,16.8,SW,41,101,110.6,142,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,70,-8,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,444,2.375,25,6,7,4,16.8,SW,43,21,102.4,64,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,14,19,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,445,2.375,25,6,7,4,16.8,SW,38,57,119.6,95,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,40,3,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,446,2.375,25,6,7,4,16.8,SW,30,49,133,79,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,37,15,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,447,2.375,25,6,7,4,16.8,SW,28,74,125.4,102,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,60,6,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,448,2.375,25,6,7,4,16.8,SW,31,55,115,86,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,23,9,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,449,2.375,25,6,7,4,16.8,SW,26,69,98.2,95,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,34,14,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,450,2.375,25,6,7,4,16.8,SW,32,11,84.4,43,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,3,-14,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,398,451,2.375,25,6,7,4,16.8,SW,49,70,113.8,119,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,11,3.2188758248682006,0.8649974374866045,45,-3,1.0625,0,4,2,6,-9
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,452,3.1875,30,9,1,0,20,SW,0,0,0,0,Check in 2023 to confirm dead,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,-4,-23,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,453,3.1875,30,9,1,0,20,SW,110,14,96.2,124,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,4,79,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,454,3.1875,30,9,1,0,20,SW,63,19,98.8,82,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,12,49,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,455,3.1875,30,9,1,0,20,SW,31,58,105.8,89,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,50,45,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,456,3.1875,30,9,1,0,20,SW,40,3,85.2,43,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,-2,11,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,457,3.1875,30,9,1,0,20,SW,46,11,89,57,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,4,29,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,458,3.1875,30,9,1,0,20,SW,31,5,92.2,36,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,3,17,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,459,3.1875,30,9,1,0,20,SW,40,5,85.2,45,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,0,17,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,460,3.1875,30,9,1,0,20,SW,34,10,87.6,44,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,5,12,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,400,461,3.1875,30,9,1,0,20,SW,34,4,72,38,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,1,3.4011973816621555,1.1592369104845446,-3,12,1.3125,0,-1,-4,-5,-1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,462,3.25,22,1,1,4,22.8,SW,41,52,95.6,93,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,38,25,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,463,3.25,22,1,1,4,22.8,SW,31,59,103.8,90,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,46,15,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,464,3.25,22,1,1,4,22.8,SW,48,66,85,114,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,58,47,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,465,3.25,22,1,1,4,22.8,SW,38,65,108.6,103,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,53,23,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,466,3.25,22,1,1,4,22.8,SW,19,45,91.2,64,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,31,14,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,467,3.25,22,1,1,4,22.8,SW,19,36,95.2,55,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,27,-4,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,468,3.25,22,1,1,4,22.8,SW,35,56,96.6,91,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,31,-1,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,469,3.25,22,1,1,4,22.8,SW,53,66,117.6,119,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,50,28,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,470,3.25,22,1,1,4,22.8,SW,43,13,92.4,56,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,-4,-3,1.5,2,4,-1,3,1
2022-11-04T00:00:00Z,"KH, AK",2022,2,KinneyHill,57,399,471,3.25,22,1,1,4,22.8,SW,33,56,79.4,89,NA,32.24956666666667,-111.18116666666668,2918,58,248.09,285.66,21,-0.13151998879787166,-37.57000000000002,5,3.091042453358316,1.1786549963416462,44,-5,1.5,2,4,-1,3,1
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,472,3.125,18,6,4,0.5,20,E,29,31,90,60,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,21,34,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,473,3.125,18,6,4,0.5,20,E,26,33,87,59,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,27,19,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,474,3.125,18,6,4,0.5,20,E,33,37,84.2,70,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,29,18,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,475,3.125,18,6,4,0.5,20,E,22,27,81.2,49,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,17,18,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,476,3.125,18,6,4,0.5,20,E,13,20,85.8,33,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,16,21,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,477,3.125,18,6,4,0.5,20,E,16,19,78.4,35,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,17,10,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,478,3.125,18,6,4,0.5,20,E,28,47,89,75,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,29,22,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,479,3.125,18,6,4,0.5,20,E,29,33,77,62,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,27,37,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,480,3.125,18,6,4,0.5,20,E,20,31,80.8,51,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,26,14,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,401,481,3.125,18,6,4,0.5,20,E,14,27,78.6,41,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,4.5,2.8903717578961645,1.1394342831883648,20,12,0.9375,5,-4.5,-6,-10.5,-7
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,482,4.9375,30,13,2,0,9.8,E,29,27,85,56,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,20,16,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,483,4.9375,30,13,2,0,9.8,E,15,27,96.8,42,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,23,21,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,484,4.9375,30,13,2,0,9.8,E,35,46,94.6,81,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,41,35,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,485,4.9375,30,13,2,0,9.8,E,9,34,88.8,43,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,29,20,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,486,4.9375,30,13,2,0,9.8,E,12,19,62,31,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,11,11,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,487,4.9375,30,13,2,0,9.8,E,37,29,83.6,66,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,26,39,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,488,4.9375,30,13,2,0,9.8,E,25,25,83.2,50,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,17,10,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,489,4.9375,30,13,2,0,9.8,E,11,10,45,21,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,7,6,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,490,4.9375,30,13,2,0,9.8,E,19,28,76.6,47,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,22,12,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,402,491,4.9375,30,13,2,0,9.8,E,13,33,74.2,46,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,2,3.4011973816621555,1.5968591302272404,25,4,1.0625,0,0,1,1,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,492,3.6875,35,5,0.5,0,20.2,E,25,23,95.2,48,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,13,-5,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,493,3.6875,35,5,0.5,0,20.2,E,35,39,74.8,74,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,24,18,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,494,3.6875,35,5,0.5,0,20.2,E,15,22,107,37,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,18,10,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,495,3.6875,35,5,0.5,0,20.2,E,14,69,160,83,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,45,3,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,496,3.6875,35,5,0.5,0,20.2,E,8,18,76.8,26,Plant right to the left of nail (separate from plant above),32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,9,-28,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,497,3.6875,35,5,0.5,0,20.2,E,13,33,95,46,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,15,10,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,498,3.6875,35,5,0.5,0,20.2,E,13,20,11,33,Counted only culms left of rock,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,10,5,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,499,3.6875,35,5,0.5,0,20.2,E,35,29,90.2,64,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,5,6,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,500,3.6875,35,5,0.5,0,20.2,E,33,55,86.4,88,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,30,14,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-15T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_3,41,561,9.8125,18,25,1,8,16.2,N,19,39,86,58,NA,32.21783333333333,-111.00748333333334,2816,34,243.62,276.04,20.9,-0.1174467468482829,-32.420000000000016,9,2.8903717578961645,2.283657083108527,23,22,1.6875,-15,-12,-1,-13,10
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,78,403,562,3.6875,35,5,0.5,0,20.2,E,33,56,101,89,NA,32.24901666666667,-111.17916666666666,2959,59,246.82,286.65,21,-0.1389499389499389,-39.829999999999984,0.5,3.5553480614894135,1.3049487216659381,41,22,-0.0625,-15,0,-2.5,-2.5,-5
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,563,3.75,25,0,4,5,15,E,0,0,0,0,[Dead],32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,-2,-8,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,564,3.75,25,0,4,5,15,E,28,33,102,61,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,9,-43,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,565,3.75,25,0,4,5,15,E,45,37,79.4,82,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,28,54,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,566,3.75,25,0,4,5,15,E,14,79,110,93,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,49,29,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,567,3.75,25,0,4,5,15,E,6,2,59,8,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,2,4,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,568,3.75,25,0,4,5,15,E,28,79,89.4,107,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,49,14,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,569,3.75,25,0,4,5,15,E,6,3,59,9,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,2,3,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,570,3.75,25,0,4,5,15,E,16,16,88.8,32,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,7,12,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,406,572,3.75,25,0,4,5,15,E,0,0,0,0,[Dead],32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,9,3.2188758248682006,1.3217558399823195,-1,-9,-0.3125,0,0,-16,-16,-2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,405,573,3.6875,23,17,5,0,15.2,E,48,19,94,67,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,5,3.1354942159291497,1.3049487216659381,6,41,0.875,15,-5,-10,-15,2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,405,574,3.6875,23,17,5,0,15.2,E,9,32,81,41,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,5,3.1354942159291497,1.3049487216659381,22,26,0.875,15,-5,-10,-15,2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,405,575,3.6875,23,17,5,0,15.2,E,2,1,28.2,3,Right of nail,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,5,3.1354942159291497,1.3049487216659381,1,-1,0.875,15,-5,-10,-15,2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,405,576,3.6875,23,17,5,0,15.2,E,14,49,79.2,63,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,5,3.1354942159291497,1.3049487216659381,39,30,0.875,15,-5,-10,-15,2
2022-11-11T00:00:00Z,"KH, AK, LO",2022,2,KinneyHill,77,405,578,3.6875,23,17,5,0,15.2,E,6,4,65,10,NA,32.24903333333334,-111.17893333333332,2899,60,246.72,286.85,21,-0.13989890186508636,-40.130000000000024,5,3.1354942159291497,1.3049487216659381,3,6,0.875,15,-5,-10,-15,2
